marca,modelo,version,precio,año,kilometros,combustible,transmision,potencia,puertas,link
Volkswagen,Caddy,1.5 TSI 114CV,23400,2018.0,234900 km,Gasolina,automático,114,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/69870230-832.htm
Volkswagen,Transporter,2.0 TDI 102CV Kombi,23800,2021.0,83000,GASOLINA,M,97,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/67274946-689.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,12000,2020.0,111700,Gasoil,Manual,145,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/16050973-1192.htm
Nissan,NV200,1.5 dCi 110CV,20800,2024.0,21500,gasoil,Automático,110,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv200/34261159-1728.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,23600,2020.0,115000,Eléctrico (BEV),Automática,145,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/66701914-252.htm
Renault,Kangoo,1.5 dCi 75CV Express,31200,2024.0,23400,,Manual,75,3.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/65207272-2303.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,19500,2023.0,44800,Gasolina,manual,100,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/65417244-4054.htm
Volkswagen,Transporter,2.0 TDI 150CV Caravelle,42300 €,2023.0,43600,Eléctrico (BEV),manual,150,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/86547874-5541.htm
Mercedes-Benz,Sprinter,314 CDI L2H2 RWD,28500,2024.0,11200,Diesel,MANUAL,150,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/48790592-2176.htm
Nissan,NV300,1.6 dCi 95CV Combi,26400,2020.0,61800 km,EV,MANUAL,95,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv300/99654194-542.htm
Peugeot,Partner,Electric 136CV,,2015.0,320900,Eléctrico,MANUAL,131,3.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/62314719-4818.htm
Fiat,Ducato,2.3 Multijet 130CV L2H2,36300,2024.0,21100,EV,Auto,125,3.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/86069937-4234.htm
Peugeot,Partner,1.5 BlueHDi 100CV Premium,26700,2022.0,47600,gasoil,Auto,105,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/11080907-4906.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,20400,2021.0,66900,gasoil,M,140,5.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/10612742-3160.htm
Renault,Trafic,2.0 dCi 120CV L1H1,17200,2017.0,235700,gasolina,MANUAL,115,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/11879528-6716.htm
Mercedes-Benz,Vito,111 CDI Furgon,36600,2024.0,22700,,MANUAL,90,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/65756308-4730.htm
Iveco,Daily,35C17 3.0 HPT L4H2,12500,2015.0,380000,gasoil,Manual,102,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/33763566-17.htm
Ford,Transit Connect,1.5 EcoBlue 100CV Limited,14300 €,2017.0,239700,Gasoil,Manual,100,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/21212610-2014.htm
Iveco,Daily,35S14 2.3 HPT L2H2,27900,2023.0,44100,Gasoil,M6,100,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/47771252-312.htm
Fiat,Ducato,2.3 Multijet 160CV L3H3,19000,2020.0,105800,DIESEL,MANUAL,160,3.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/11520727-6737.htm
Ford,Transit,2.2 TDCi 155CV L3 H3,34000,2024.0,13400,Diesel,automático,160,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/81032780-4669.htm
Citroën,Jumpy,1.5 BlueHDi 100CV,20500,2022.0,62400,Diesel,AT,100,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/11413681-3906.htm
Renault,Master,2.3 dCi 145CV L3H2 RWD,"23800,00",2020.0,121200,Gasoil,Automática,145,5.0,https://www.coches.net/vehiculos-industriales/renault-master/53120175-5332.htm
Opel,Combo,1.2 Turbo 110CV,9600,2019.0,138500,GLP/Gasolina,M6,110,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/62963758-2485.htm
Citroën,Jumpy,2.0 BlueHDi 120CV M,20000,2022.0,79400,CNG,manual,125,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/68728140-5550.htm
Renault,Master,2.3 dCi 180CV L4H3,28900,2023.0,48200km,EV,M6,180,5.0,https://www.coches.net/vehiculos-industriales/renault-master/77552502-3079.htm
Renault,Trafic,2.0 dCi 120CV L1H1,26200,2020.0,126000,DIESEL,M6,125,5.0,https://www.coches.net/vehiculos-industriales/renault-trafic/13751645-4019.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,16500,2023.0,41100 km,GASOLINA,M6,105,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/32024618-3891.htm
Fiat,Ducato,2.3 Multijet 130CV L2H2,13500,2019.0,111800,Gasoil,Manual,135,5.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/52445044-403.htm
Fiat,Doblo Cargo,1.6 Multijet 105CV,31600,,,DIESEL,MANUAL,105,5.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/96667907-1210.htm
Peugeot,Partner,1.5 BlueHDi 100CV Premium,11100,2020.0,73500,DIESEL,MANUAL,100,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/82422727-6813.htm
Fiat,Doblo Cargo,1.3 Multijet 90CV,21300,2022.0,81500,Gasoil,M,90,5.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/78120976-3831.htm
Iveco,Daily,35S14 2.3 HPT L2H2,29400,2022.0,82800,Eléctrico (BEV),Auto,75,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/32403968-6653.htm
Volkswagen,Caddy,2.0 TDI 102CV Maxi,25700,2024.0,30400,gasoil,,97,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/29330318-2840.htm
Toyota,Proace,Proace Electric 75kWh 136CV,33500,2020.0,126000,Electric,MANUAL,136,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/76108672-4081.htm
Toyota,Proace,Proace Electric 75kWh 136CV,30900,2023.0,42400,Electric,manual,141,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/53341392-6098.htm
Mercedes-Benz,Citan,112 CDI Mixto,25600,2023.0,53400,GASOLINA,MANUAL,102,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/21343943-1712.htm
Mercedes-Benz,Vito,114 CDI Tourer Pro,19800,2019.0,159900 km,Gasoil,M6,100,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/89682088-1135.htm
Citroën,Jumpy,2.0 BlueHDi 150CV XL Business,17700,2020.0,125100,DIESEL,M6,150,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/97953235-2583.htm
Renault,Kangoo,E-Tech Electric 90CV,23700,2023.0,55800,EV,M,90,3.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/75645672-1365.htm
Ford,Transit,2.0 EcoBlue 105CV Kombi,22300,2020.0,140100,EV,M,105,5.0,https://www.coches.net/vehiculos-industriales/ford-transit/68152290-3944.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,13700,2023.0,49200,gasoil,DSG,114,5.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/31794146-2650.htm
Renault,Master,2.3 dCi 145CV L3H2 RWD,23700,2022.0,106200,Gasoil,MANUAL,145,5.0,https://www.coches.net/vehiculos-industriales/renault-master/21883055-3978.htm
Peugeot,Partner,Electric 136CV,20000,2022.0,73100,Electric,M6,136,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/75973424-5455.htm
Renault,Trafic,2.0 dCi 120CV L1H1,"21700,00",2022.0,102100,Gasoil,MANUAL,120,5.0,https://www.coches.net/vehiculos-industriales/renault-trafic/83904745-3698.htm
Mercedes-Benz,Citan,108 CDI Furgon,"16500,00",2019.0,156900,gasoil,MANUAL,75,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/86467486-2324.htm
Peugeot,Boxer,2.0 BlueHDi 160CV L4H2,30300,2021.0,122500,DIESEL,MANUAL,160,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/80630270-4166.htm
Mercedes-Benz,Vito,119 CDI 4x4 Tourer Select,38100,2023.0,60200,GLP,M6,75,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/50434588-1788.htm
Renault,Trafic,2.0 dCi 90CV Furgon,17200,2021.0,103900,Diésel,manual,95,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/59973323-4697.htm
MAN,TGE,3.5 2.0 TDI 140CV L3H3 AWD,12300,2021.0,116100,Diesel,M,145 CV,5.0,https://www.coches.net/vehiculos-industriales/man-tge/32222329-6554.htm
Maxus,Deliver 9,EV80 Electric 120CV,12000,2019.0,170800,EV,Manual,120,5.0,https://www.coches.net/vehiculos-industriales/maxus-deliver-9/83264362-6224.htm
Peugeot,Boxer,2.2 BlueHDi 140CV L3H3,31300 €,2024.0,29600,DIESEL,MANUAL,140,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/43455611-5384.htm
Fiat,Scudo,1.5 Multijet 120CV,7500,2018.0,174600,DIESEL,M,115,5.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/87348499-6014.htm
Peugeot,Boxer,2.2 HDi 130CV L2H2,10800,2018.0,218200,Diésel,MANUAL,125,5.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/91927207-3835.htm
Ford,Transit Connect,1.5 TDCi 120CV Sport,26800,2022.0,56500,Diesel,M6,120,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/22539199-1050.htm
Renault,Trafic,2.0 dCi 120CV L1H1,15100,2023.0,43900,diesel,M6,115,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/30308091-4483.htm
Citroën,Jumpy,1.5 BlueHDi 100CV,25000,2022.0,78000,gasoil,MANUAL,100,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/76377643-4890.htm
Renault,Master,2.3 dCi 110CV L2H2 FWD,27300,2024.0,27200,Diesel,manual,,5.0,https://www.coches.net/vehiculos-industriales/renault-master/87851734-2314.htm
Renault,Master,2.3 dCi 180CV L4H3,20300,2023.0,50300,diesel,M6,,3.0,https://www.coches.net/vehiculos-industriales/renault-master/83302858-2826.htm
Citroën,Jumpy,1.5 BlueHDi 100CV,26600,2023.0,55700 km,diesel,DSG,95,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/77514744-4388.htm
Citroën,Berlingo,e-Berlingo Electric 136CV,16100,2023.0,44000,Electrico,automático,136,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/48413160-5789.htm
Mercedes-Benz,Sprinter,316 CDI L3H2,24000,2022.0,,gasoil,M6,140,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/43039710-5334.htm
Nissan,NV300,,13700,2018.0,168300,Diesel,MANUAL,95,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv300/86406185-5406.htm
Nissan,NV200,1.5 dCi 110CV,18500,2019.0,146600,diesel,MANUAL,105,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv200/71543781-2317.htm
Volkswagen,Transporter,2.0 TDI 102CV Kombi,19200,2020.0,142600,Gasoil,Manual,107,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/45600998-5505.htm
Peugeot,Expert,2.0 BlueHDi 120CV L1,29100,2023.0,56900,Eléctrico,M6,120,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/60053912-894.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,13300,2019.0,104200,Electric,manual,119,,https://www.coches.net/vehiculos-industriales/nissan-primastar/73356421-4412.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,23500,2022.0,67100,DIESEL,manual,155,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/72831637-4518.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,24900,2020.0,136300km,Diesel,Automático,204,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/14569644-3385.htm
Citroën,Jumpy,1.5 BlueHDi 100CV,31000,2024.0,26200,Gasoil,MANUAL,100,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/10971584-1591.htm
Fiat,Ducato,2.3 Multijet 160CV L3H3,18500,2019.0,119900 km,Electrico,M6,165,3.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/75341959-6022.htm
Iveco,Daily,35S16 2.3 Furgon,32400,2020.0,128300,DIESEL,M,90,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/90160025-3634.htm
Renault,Trafic,2.0 Blue dCi 150CV Combi,27100,2023.0,49500,gasoil,,150,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/13110670-86.htm
Mercedes-Benz,Vito,111 CDI Furgon,18600,2022.0,93600km,Gasoil,M6,100,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/62680236-200.htm
Volkswagen,Caddy,2.0 TDI 75CV,11800,2016.0,289300,diesel,Manual,75,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/51911744-6314.htm
Peugeot,Expert,1.5 BlueHDi 100CV,24700,2023.0,38100,Diésel,Automático,100,5.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/99414740-2649.htm
Ford,Transit Connect,1.5 TDCi 75CV Trend,21700,2023.0,60200,Gasoil,DSG,75,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/31116903-3528.htm
Maxus,EV80,Electric 120CV Furgon,27500,2020.0,134300,Electric,MANUAL,125,5.0,https://www.coches.net/vehiculos-industriales/maxus-ev80/88946010-1848.htm
Peugeot,Boxer,2.0 BlueHDi 160CV L4H2,18200,2020.0,101100,Diesel,Manual,160,5.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/75098062-3165.htm
Toyota,Proace,2.0 D-4D 120CV L1 Comfort,26800,2021.0,87800,,manual,120,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace/13821764-3897.htm
Citroën,Jumpy,2.0 BlueHDi 150CV XL Business,23000,2021.0,86000,gasoil,DSG,145,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/54784845-4395.htm
Renault,Master,2.3 dCi 110CV L2H2 FWD,15300,2020.0,129300,gasoil,Automática,115CV,5.0,https://www.coches.net/vehiculos-industriales/renault-master/58923273-4507.htm
Volkswagen,Transporter,2.0 TDI 150CV Caravelle,27800,2022.0,74900,GNC,AT,150,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/67282614-6766.htm
Volkswagen,Caddy,2.0 TDI 102CV Maxi,22200,2020.0,108000,DIESEL,MANUAL,107,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/64962725-1318.htm
Ford,Transit,2.0 TDCi 130CV L2 H2 Trend,29700,2023.0,43500,Eléctrico (BEV),AT,130,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/13719526-3189.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,24100,2023.0,55600,gasoil,MANUAL,204,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/41959845-6318.htm
Renault,Kangoo,1.5 dCi 75CV Express,7500,2017.0,219700,Diésel,,75,3.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/45311610-210.htm
Nissan,NV300,1.6 dCi 95CV Combi,17300,2020.0,93600,gasoil,M6,90,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv300/63958936-5100.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,23900,2020.0,90400,gasoil,M,140,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/24031062-5389.htm
Peugeot,Boxer,2.2 HDi 130CV L2H2,24100,2024.0,15200,Autogás,M,130,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/21394096-6685.htm
Opel,Movano,2.3 CDTi 145CV L3H2 RWD,20300,2020.0,145700,DIESEL,M,150 CV,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/37353505-1795.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,35600,2024.0,16300,Eléctrico (BEV),automático,177,5.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/85763939-2065.htm
Volkswagen,Caddy,2.0 TDI 102CV Maxi,"29000,00",2023.0,32800,Diésel,M6,102,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/18369828-3405.htm
Citroën,Jumpy,1.5 BlueHDi 100CV,12600,2021.0,81800,Gasoil,M,100,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/64614193-5047.htm
Nissan,NV200,1.5 dCi 90CV Evalia,31900,24.0,17000,Hybrid,manual,90,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv200/20835875-5549.htm
Renault,Master,2.3 dCi 110CV L2H2 FWD,38600,2024.0,12400,EV,MANUAL,110,3.0,https://www.coches.net/vehiculos-industriales/renault-master/19028796-326.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,28800,2024.0,25700,Diesel,Automática,119,5.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/14517204-5923.htm
Mercedes-Benz,Citan,110 CDI Tourer,32000,2024.0,19500,Diesel,Manual,150,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/21910636-2790.htm
Peugeot,Partner,1.5 BlueHDi 100CV Premium,26800,2024.0,22000,Diesel,automático,,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/66095275-5534.htm
Renault,Trafic,2.0 dCi 90CV Furgon,11000,2016.0,161200,gasoil,manual,,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/58136096-6761.htm
Mercedes-Benz,Vito,119 CDI 4x4 Tourer Select,11200,2019.0,185500,Eléctrico,Manual,75,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/23250111-6495.htm
Volkswagen,Crafter,2.0 TDI 177CV L2H2,36100,2024.0,26900,,manual,172,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/49888458-6791.htm
Fiat,Scudo,1.5 Multijet 120CV,7500,2018.0,176800,diesel,MANUAL,115,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/25103503-242.htm
Opel,Movano,2.3 CDTi 110CV L2H2,31000,,,DIESEL,M6,110,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/63150482-1375.htm
Toyota,Proace City,1.5 D-4D 100CV,33100,2024.0,27500,diesel,automático,100,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/85655250-1081.htm
Mercedes-Benz,Sprinter,314 CDI L2H2 RWD,40200,2023.0,49500,Diesel,M,75,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/72121721-3568.htm
Peugeot,Expert,2.0 BlueHDi 150CV Standard Premium,10600,2017.0,192100,Diésel,DSG,155,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/50037549-5290.htm
Ford,Transit,2.0 EcoBlue 105CV Kombi,25.000,2022.0,64900,gasolina,manual,105,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/74680251-4146.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,18900,2016.0,214700,EV,Manual,204,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/10685338-6277.htm
Toyota,Proace,2.0 D-4D 120CV L1 Comfort,35200,2023.0,30800,gasoil,MANUAL,,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace/10902071-1711.htm
Maxus,Deliver 9,EV80 Electric 120CV,16200,2022.0,78000,Eléctrico (BEV),manual,120,3.0,https://www.coches.net/vehiculos-industriales/maxus-deliver-9/87418475-3060.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,31400,2023.0,38900,Electric,manual,114,3.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/18540067-4150.htm
Ford,Transit,2.2 TDCi 155CV L3 H3,26900,2022.0,86300,diesel,Manual,160,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/36388739-4371.htm
Iveco,Daily,35S16 2.3 Furgon,,2016.0,198200,Eléctrico (BEV),manual,75,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/72960123-1829.htm
Opel,Movano,,7500 €,2019.0,170300,Gasoil,MANUAL,168,5.0,https://www.coches.net/vehiculos-industriales/opel-movano/46751735-3583.htm
Peugeot,Partner,Electric 136CV,26000,2022.0,78500,Eléctrico,M,141,3.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/24633723-1437.htm
Mercedes-Benz,Sprinter,316 CDI L3H2,23000,2021.0,136700,DIESEL,AT,90,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/87893509-1781.htm
Mercedes-Benz,Sprinter,319 CDI 4x4,17300,2017.0,217900,Diésel,M6,90,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/79372967-3114.htm
Mercedes-Benz,Vito,114 CDI Tourer Pro,29200,2019.0,120400,Diesel,manual,102,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/21185397-3251.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,15800,2024.0,14100,,M,,5.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/78256793-5487.htm
Fiat,Scudo,1.5 Multijet 120CV,23900,23.0,47600 km,Diesel,manual,120,5.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/37796076-5239.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,,2017.0,231900,gasolina,MANUAL,95,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/57274392-6363.htm
Peugeot,Partner,,,2023.0,53600,Diésel,Auto,100,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/83061939-5661.htm
Renault,Kangoo,1.5 dCi 75CV Express,17000,2024.0,13900,diesel,M,80,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/43552643-1336.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,25600,2023.0,54000,DIESEL,Manual,150,5.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/75011600-6025.htm
Toyota,Proace City,1.2 Turbo 110CV,28900,2023.0,25000,Diésel,Manual,110,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/74468138-2473.htm
Maxus,EV80,Electric 120CV Furgon,31100,2022.0,52400,Eléctrico,M6,120,3.0,https://www.coches.net/vehiculos-industriales/maxus-ev80/16269153-3057.htm
Mercedes-Benz,Citan,110 CDI Tourer,35600,2024.0,14600,diesel,MANUAL,150,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/86696583-5595.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,43100,2022.0,,Electric,MANUAL,172,3.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/40397029-4619.htm
Ford,Transit Courier,1.5 TDCi 75CV Trend,24500,2023.0,49200,diesel,M6,,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/82697515-6259.htm
Renault,Kangoo,E-Tech Electric 90CV,29700,2021.0,112700,Eléctrico (BEV),M,90 CV,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/29960149-3714.htm
Iveco,Daily,35S14 2.3 HPT L2H2,25400,2020.0,95600,Diesel,Automático,150,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/34045937-1574.htm
